document,label
i feel so nervous for them,fear
im feeling fine,joy
i was starting to feel nervous all this lifetime of fandom and build up and there i stood donning my vip sticker,fear
i have a feeling something startled her but either way she started on my shoulder and ended up across the room a very slow flutter mind you,fear
waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,fear
i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,joy
i am being selfish but i feel like me trying to make him horny is redundant because he is always horny and i feel like he should try harder to make me horny,love
i know it wouldn t have solved anything but i m sure that it would have momentarily made me feel less agitated for sure,anger
i kinda like you when i saw hannah montana but since you broke up with nick i feel like you are so a heartless person,anger
i feel like im being petty about this,anger
i returned home feeling invigorated and wanting more,joy
i got to feel our sweet girl kick in my belly and he never had that intimacy with her,love
im already rereading what i just wrote and feeling like im portraying my sweet girl as a brat,love
i feel fine ep w ps odeon spain us,joy
i have written i feel suddenly hesitant to post it,fear
i feel pleasant although im not keen on the hour shift i have ahead of me,joy
i wake up real life husband i feel melancholy towards day,sadness
i was annoyed this particular day as it seemad that the odds were not in my favour my grandfather added fuel to the fire,anger
i guess since this book kind of bring a negative feeling to my self that im longing to find my simon i guess i wont be reading a romance book again in the future,love
i think im going to go play with larry now and feel awkward about my singing instead of all that i admitted up there,sadness
i would not be bragging about what amounts to a b but i feel very triumphant about it because i had such a struggle in algebra before and would have been thrilled to get a b then,joy
i feel so privileged to be part of this and in my own way keep some of the traditional skills alive of course with a little ballistic owl magic,joy
i sort of suspected i was going to feel resentful and not really show my best side,anger
i don t feel that he is supportive or encouraging to me,love
i need to go and im feeling a longing inside at that point for him,love
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,sadness
i left for work feeling still unpleasant and cheered up a mite bit once i got there,sadness
i do not know how to feel my hearts aching sadness over the loss of those good and kind people and all the other connected losses a href http,sadness
i know my children feel valued as equal members of our family,joy
i feel devastated right now,sadness
i feel like she didnt seem to energetic or happy even her assistant was a bit off as she washed my hair after the dry cut she was pretty rough too like she wanted to quickly get it over with,joy
i honestly never expected to feel so vulnerable,fear
i love rocking her to sleep at nap time during the day and not feeling rushed or exhausted,anger
i could even think about it i said uh well most days i feel like im being tortured i want to pull all my hair out and scream so i guess not,anger
i feel privileged to call them my cousins,joy
i also feel extremely blessed to be marrying into such a loving family,joy
i do love my life even when its feeling too isolated,sadness
i feel extremely fond of comes an avalanche of anxiety,love
i started to feel cold like symptoms of light nausea cough and tiredness,anger
i feel a little lethargic recount it here a href http en,sadness
i feel wronged by certain people and my instinct was to get angry at them and stop speaking to them but two wrongs dont make a right i think,anger
i don t want you to feel left out o faithful reader i love you too,love
i could understand if a survivor reading this might at first feel offended by my talking about abstract forms of rape,anger
i guess i do have to give some credit to the douche bags out there though because after all those feelings are what give birth to these lovely words i utter,love
i spend all day in bed or when im feeling adventurous on the couch because when i get up my leg hurts worse than my aching heart after titanic,joy
i think i am feeling a little rebellious as i am getting older and i like it,anger
i really have gotten to a place where if i go for more than a day or two without writing i begin to feel very anxious very displaced,fear
the day i received the key of my apartment and we could enter in it,joy
i really feel deprived,sadness
i know feel a sense of responsibility toward those whose family and homes were devastated by hurricane katrina,sadness
i need to eat bread for breakfast and constantly feel the need to snack or munch on something sweet or savory by pm,love
i feel like life gave me a plenty of changes to shine and i pissed all over each and every one of them,anger
i feel like a deprived kid,sadness
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,joy
i start to feel agitated,anger
im feeling oddly festive already,joy
i feel angry disgusted,anger
i ever start to feel successful at all things life again,joy
im feeling bitchy on saturday,anger
i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction,joy
a girl entered in the division where i work and greeted everybody but not me,anger
i have a feeling there are a few more perfect moments coming,joy
i left malaysia feeling pleased that i d finished my first full race and excited about what we achieved on sunday at sepang,joy
i feel genuinely stressed with work,sadness
i feel completely isolated in the world thinking that i m the only one like me,sadness
i feel the need to update you my loyal readers on the vacation habits of our region manager s assistant,love
i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now,fear
i remember feeling dismayed from this observation,sadness
i feel that branding in college is way more popular then it was back in high school,joy
i feel honored that my art is going to fill a room where sick children need all the joy they can get,joy
i hope to god it is a false reading because i feel so unprotected without him,fear
i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,fear
i just feel more enraged and that my life has been taken advantage of yet again,anger
i wasnt feeling at all irritated,anger
i feel you see frantic and thus i am afraid,fear
i was reading the melee dps rant below just now and it brought to my attention the reason ive been feeling fairly dissatisfied in raids recently,anger
i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,fear
i had felt kind of ick but just figured it was nerves or feeling anxious,fear
i just feel like i m being a total pushover at the moment which anyone who knows me knows that i m not a pushover generous and willing to give the benefit of the doubt but not a pushover,love
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,fear
i wasnt feeling casual much,joy
i can see a lot of strain on people i can tell they are feeling pretty shitty or not what they are supposed to be pretending,sadness
i can t help but feel a bit miserable,sadness
im going to feel fabulous and amazing and healthy,joy
i often find my self feeling offended myself when i hear people who i believe to be otherwise brilliant people following what i consider odd superstitions and strange rituals,anger
i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working,fear
i feel so strongly about telling my loved ones,love
im not feeling homesick,sadness
i feel burdened both figuratively and literally,sadness
i plan to volunteer for red cross helping immigrants and refugees to feel welcomed and accepted in our local community,joy
ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together,fear
i write now it feels like furious abandonment to embrace a cliche,anger
i feel twitchy and physically agitated,anger
i havent been like that lately and i am seriously feeling depressed about it,sadness
i feel the longing for the way things used to be makes the ride a bit of an emotional roller coaster,love
i recently learned that there is a very slight difference between empathetic and sympathetic in definition empathetic being able to actually feel the emotion and sympathetic being the ability to understand the emotion and i realized that there is also a fine line between the two in writing,love
i feel this distraught i am thankful that the weather is improving so much,fear
i can t imagine that it is a newly developed tendency and the realization that i have made things so much harder on myself over the years leaves me feeling mad at myself,anger
i was left feeling discouraged and hopeless once again,sadness
i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week,joy
i am feeling very shaky today,fear
i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over,anger
i thought i would challenge myself i really wanted to capture a realistic view of the animal whilst also showing of my own unique painting style i feel this was successful yet next time i would go larger,joy
im sitting there with both boobs hanging out so why do i feel uncomfortable,fear
i still have cramps plus i get really dizzy when i stand up and my whole body is aching and i just generally feel extremely uncomfortable,fear
i think for myself i feel everyone is greedy but in their own little ways whether that is going for the good or bad way thats another issue because usually you link both together but right now im trying to separate both issue separately so we can see the sole topic more cleary,anger
i told him that maybe i just need time to think how ive been feeling indecisive about things lately,fear
i found myself feeling lousy which is pretty unusual for me,sadness
i have to admit i am feeling a bit intimidated by the challenge of,fear
i feel listless and deflated,sadness
im not sure theyre right to feel triumphant but they certainly got a lot of comfort from the way the arguments went,joy
i started to feel really confused,fear
i almost never pull all nighters so im feeling a little groggy today,sadness
i feel they are sincere in wanting to resolve these grievances,joy
i feel very disgusted by that i cant tolerated her actions anymore by writing this post,anger
i was feeling quite emotional as i always do watching my little white boy who is getting to be medium sized putting his heart and soul into his haka performance in particular overwhelmed by the effect of all these children performing together in a form unique to new zealand,sadness
i am a celebrity or politician i can hire a bodyguard who carries a gun and i don t have to apologize explain or feel embarrassed about this choice,sadness
i started this off feeling a little melancholy but i think the holy spirit must have come in and given me a hand because i feel like now i understand my situation better than i did half an hour ago,sadness
i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,fear
i love that i feel valuable i love making the choice i love that it s easy to make the choice to feel good,joy
i feel that while i was furious with the ra and the mug i was polite to her,anger
im actually feeling a little smug,joy
i feel like there is a violent war going on in my stomach,anger
i was feeling out of sorts anxious not sure what to do with myself,fear
we had come back from a programme and we were all three girls staying over at another girls placce one of them started passing very nasty and outright bitchy remarks at me it was brought on by a male colleagues compliments to me,anger
i feel lousy on a daily basis,sadness
i cant seem to command it a feeling im sure anyone can relate to,joy
i see how strong and bright you are and as you meet your milestones weeks early i feel assured that my gut was always right,joy
i am feeling afraid cos he isnt answering me again,fear
i still love to run and plan to keep it up but i don t want to once again register for so many races that i feel like every exercise moment needs to be devoted to running,love
im just feeling so fucked up nothing can cheer me up,anger
i am thinking about md who was there for me through my teen years offering guidance and support and making me feel special making me feel like i matter,joy
ive been studying really hard for it and discovering pretty words that never crossed my mind and how they portray the exact meaning and i feel like ive missed out a lot,sadness
i feel it is too dangerous to invest in such markets,anger
i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,fear
i feel im being violent is i say no im not going to accept that and here are the consequences,anger
i do want to feel loved and cherished by someone,love
i don t know how i feel about this but i am beyond thrilled that the fall show will happen in paris,joy
i feel kind of ashamed when i write down things like sat on the couch and watched antm marathon,sadness
im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,fear
im told by horsey people that they are a rare find so i feel quite lucky,joy
i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more,sadness
i think of what dharavi means for mumbai and the country if you keep the annual turnovers aside for a while i feel agitated,anger
i was in seoul i could help but feel jealous,anger
i started to feel cranky and tired up until i resupplied with these vitamins,anger
i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,love
i dunno i feel like ive been on opiates forever i dont even remember my carefree life before r or even with her as an infant when i didnt use anything its summer again which means im almost one year on this merry go round of addiction,joy
i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style,joy
i smile people smile back and tell me they feel a little cheered up seeing me being jolly in the morning,joy
i close my eyes for a moment just to let myself feel the gentle warmth of his hands overlapping mine guiding me,love
i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,fear
i was washing the trees hoping it would do some good and concurrently in the general trajectory of my life feeling more and more suspicious of much of the trappings of christianity and even sometimes maybe just kinda or a lot suspicious of its heart and in my head is this song,fear
i dont like the way i feel when i am angry,anger
i stated in the class discussions the school discourages the use of im reference at the library because they feel that it will be abused,sadness
i feel so inlove whenever i watch the film i love steve sean faris julie s love interest i adore their friendship plus i was so thrilled about the whole sleepover scavenger hunt thing but other than that i absolutely love the part where julie talks to her mom,joy
i feel paranoid,fear
i feel louis vuitton took it up to the court and now on for instance ebay you cannot buy fake lv anymore well not on purpose that is,sadness
im still feeling annoyed though,anger
i do not feel insecure or unsafe,fear
i often play the role of a loquacious hunters always feel superior to others than he who long off than he beautiful really a flower plug in cow dung and marry him though he be like a big grievance,joy
i feeling boring,sadness
ive got no brothers in the family i feel incredibly blessed to be gifted with sisters who drive me up the wall and who also happens to be the ones who make me feel most comfortable being myself,joy
i hope the two of you don t feel it was all in vain,sadness
im feeling really annoyed today,anger
i was feeling frustrated,anger
i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear
i feel that it s not the distance that separates lovers that ends a relationship it is the impatience of humans to feel the touch of their beloved or to hear a lover whisper ones name,love
i really feel bothered about this specific issue because it feels like i just thrown a couple hundred euros against the wall,anger
im not feeling too joyful about writing this blog because id rather be knitting,joy
i stray i feel the pains of loneliness and discontent,sadness
i can say my body doesnt feel deprived because it isnt being deprived of nutrition,sadness
i feel terrific and i m starting to put weight on,joy
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear
i am thrilled for a lot of these things i feel petrified,fear
i wasnt going to post anything about his death because i made me feel mad and shitty,anger
i am just feel so shy cause i realized those people behind me just didnt dance and look at us gt,fear
arriving in new zealand as a teenager first overseas trip something exhilarating about the change of scenery etc,joy
i know i am not alone when i say i often feel rushed,anger
i kept quiet feeling a little foolish that i had been too quick to jump into conclusion,sadness
i was a kid in bellingham worried about acne getting my first kiss and maybe copping a feel somewhere on a sweet girl i wished would notice me,love
i feel a bit shamed but here it is dr,sadness
i started feeling nervous thinking about how id planned to feed younger teens,fear
i feel very helpless and even useless,sadness
i do sometimes feel as if i am a little unsure of who i am and how independent i really am,fear
i feel a little bit anxious about it,fear
at the hypocrisy of some of my friends,anger
i could feel the blood in my veins go cold,anger
when i heard that my sister had shouted at my friends cousin at their place,anger
i began to feel a bit regretful,sadness
i feel helpless,fear
i am i cant help but feel skeptical about the whole thing,fear
i hope he makes some friends and feels welcomed,joy
i also were able to get appointment with the osteopath on the which is freaking awesome as it feels like i am caring a boulder in my stomach,love
i just know that im feeling so hot now,love
i was feeling grouchy and upset about a situation with a girl which wasn t going how i d hoped,anger
i feel but i m trying to be stubborn and ignorant at the same time so that i can keep going,anger
i should have been at the pub instead of which i stayed at home feeling morose and depressed,sadness
im about to go look for him again when i start to feel calm and think that his phone probably died,joy
i feel have been convinced by many factors in our culture of a kind of cooking mystique,joy
i feel so determined this time and i say this time because i have tried every diet under the sun,joy
i dont really have any details to share but i feel like blogging and letting all of you know that i am ecstatic,joy
i wish i could say fuck you to people who make me feel insecure for ever to have existed,fear
i channel was not yet assured i get the feeling they just went from broke on this one,sadness
i feel his love and blessings as i meet loving supportive people as im inspired to write new songs and as my life unfolds before me,love
im feeling irritable and sick,anger
i cant believe with that statement being said that im already feeling sexually deprived,sadness
i wrong or ridiculous to feel pissed,anger
i feel all slutty for some reason oh wait i know ive had like guys talk to me about sex and stuff one guy dave was like,love
i think about myself personally when it comes to investing i feel like i would fall into the investment category of getting greedy i think id invest into a bombing market like coca cola in the s,anger
i love how the smells can make you feel so nostalgic,love
i could feel myself moving slower and being generally more lethargic than our last ride on the same trail,sadness
i used to write poem and story related to my depressing days and trying my best to make it arty cause i find it comforting to just write all my feelings out while being creative,joy
i began to feel distressed and a feeling of sadness and a desire to kill myself,fear
im back to my un emo mood re reading that post makes me feel like im over reacting over something so petty,anger
i feel hated i feel like i dont belong and more and more i feel that i want to die,anger
i hate getting behind because then i feel pressured to get it all back up to date so i can move on to other projects,fear
i feel so much more comfortable with myself now that im not trying to dress a certain way that isnt really me,joy
i was still feelin kind of irritable and funky from the day before but so it goes,anger
i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,love
i code existed for the sole purpose of making stupid people feel smart,joy
i am not feeling more and more freaking relaxed,joy
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,anger
i really like this attempt at being nonbipartisan which i feel is sincere on their part,joy
occured while preparing for a midterm in social welfare that i thought was going to be very hard and felt unprepared for,fear
i ate feeling hateful towards myself because of a number,anger
i have to say however is that is is awfully difficult to feel glamorous and sensational in all this heat ash stench greasy hair and your basic post yeast infection mode,joy
i still feel pretty gloomy,sadness
i find interesting is how this supplement when used without going to the gym makes me feel liteheaded and listless and sick to the stomach but when i go to the gym and purpose to focus and pound it illicits the most incredible feeling of laser focused perserverence,sadness
i still feel i have a very long way to go before i can call myself a joyful homemaker,joy
i feel really wonderful with his blessings,joy
i feel the pain again until i came from school and its still aching,sadness
im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,fear
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger
im sure there are a few guys who want some naughty pictures and a feeling of caring and they realize if they shell out some bucks for it then they can get it,love
i say that i feel like im being tortured by him,anger
i guess the mild pain had made me feel even more impatient to just get on with it,anger
i can t relax my heart skips a beat now and then i feel other people s emotions i get irritated when i am pacing around not knowing what i need to do to feel better,anger
i feel like a beaten pi ata spewing unhealthy emotions and defeat,sadness
i hate asking myself why i feel so reluctant when he tries to kiss me,fear
i feel that the classroom is extremely dangerous,anger
i personally don t think a cavalier should be trimmed i feel it spoils the look of this breed especially when it has such a gorgeous full coat,joy
i get what shes saying but on another i feel pissed that she has to have a thick skin to put up with the crap women heap on each other,anger
i feel like everyone who will be caring for zach in some way needs to be at least slightly educated in what is ok and what is not,love
i feel tortured when i hear them talk or sing or laugh or cry,fear
i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,love
i often feel very angry seeing these things around,anger
i mean i guess creativity could be even more of a broad categorie that beauty fits into but i ll talk about beauty for now since it s something i feel passionate about,love
im an academic addict i cant say that im really feeling eager about it right now,joy
i feel sympathetic towards companies that have done business for a century or two suddenly facing an entirely different situation,love
i think what i m going to do is care less about anything that doesn t matter and won t make me feel successful in life,joy
i have been anticipating so i am somewhat surprised uncertain and to some degree annoyed about their presence in my daily experience especially in light of the fact that i have at other times been feeling more joyful and confident in my abilities as a loving human being than ever before,joy
i feel intimidated by the great women in my family tree,fear
i did feel complacent that now in britain with the immediate rain life would be that little bit more familiar but nonetheless i have the memories the photos and now i have a goal to work for my gap year and i would be working on that as early as saturday when i would be earning,joy
ill crawl into the kitchen feeling miserable and cook a fresh healthy meal,sadness
i feel just as gloomy about it at the age of as i did when i was,sadness
i still feel the tender touch of a hand in mine,love
i dont know why but recently i feel really extremely exhausted i feel like i am going to faint at any moment lll i never felt like this before i feel so weak,sadness
im feeling slightly empty right now as if i want to reach out my hand for someone anyone to hold,sadness
i feel like this really heartbroken little year old all over again she explained,sadness
i feel nervous about going back to america not knowing what to expect the transition to be like,fear
i left feeling annoyed and angry thinking that i was the center of some stupid joke,anger
i feel gorgeous is a very fitting word to describe the new album in my humble opinion,joy
i was tempted at first to name one of the many projects that the archdiocese has underway that i feel very passionate about like the restoration of saint patrick s cathedral or the strategic plan for our excellent catholic schools,love
i feel helpless about it,sadness
i feel frightened i hear a mighty roar,fear
i had a sudden feeling of missed opportunity here i could have asked how their evening was going,sadness
i feel so much more myself and i missed me,sadness
i had for me to confess my feelings for her but still i couldnt bring myself to her for i was scared of losing her once more,fear
i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,fear
i feel kinda violent today,anger
i do not know what my next steps are but i no longer feel lost,sadness
i feel like i would have been confused if i had waited a long time before reading the second book,fear
i feel furious about him not leaving,anger
i just wanted to apologize to you because i feel like a heartless bitch,anger
im still feeling a bit shaken,fear
i feel like more people should be brave enough to speak up against the non standards of the self publishing market because all the authors i know work so damn hard and they deserve better,joy
i feel it is important to spend more time on my family and to embark on new endeavors in my educational career,joy
i feel the nearness of my beloved grandpa bishop hi grandpa,joy
i laced my shoes and pounded out those feelings on the hot black pavement before me,love
i actually answered you pathetic fucking e mails but no thats too fucking easy just call andintrupte what was a wonderful fucking day with you trad trash what the fuck slave he felt the feeling come over him he bagan to shiver and shaken with fear,fear
i enjoy not feeling horny not craving sex,love
i feel like you feel this is a mistake but time is fucked up sleep won t take,anger
i was tired of feeling like a helpless victim and stuck in my circumstances and slowly started making changes,fear
ill admit to feeling a little paranoid and wondering about how many others had defriended me,fear
i read new risen throne once said cold amp desolate soundscapes that will leave you feeling utterly scared amp alone yes it is,fear
i sometimes feel very vulnerable,fear
i feel sarcastic more often than not,anger
i wonder how genentech feel about a hostile takeover by its global partner,anger
i had the feeling stubborn and ridiculous and possibly several more colourful turns of phrase as the children were all still asleep were on the tip of her tongue but she settled for heaving a sigh and turning to leave,anger
when a friend of mine keeps telling me morbid things that happened to his dog,anger
im already feeling less agitated,anger
i feel so eager to tell you guys what have happened to me these days,joy
i still feel jealous of my friends when their moms talk politely with them,anger
i am feeling a bit strange never felt that ever but should i really stop writing blogs now,fear
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,love
i feel like its vital to keep this someday list active,joy
i could feel my calf muscles starting to get grouchy and i had a cramp around my ribcage,anger
i feel so sorry for the people affected,sadness
i had been feeling lousy but feeling a little more normal brought so many small things into focus and everything seemed wonderful,sadness
i feel to being distracted with things that take up my attention or interests that keep me from more focused times of prayer and reading his word,anger
i could feel the aching starting earlier in the day,sadness
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,fear
i feel complacent about it all,joy
i feel like supporting a yorkshire team you never know they could be the surprise packet of the round ha ha ha,joy
i see her frustration and sadness and hear her anger at my puters invasion in her life and then the pride of financial independence feels pretty lame,sadness
i have to relate it to how a subject percieves something unsavory or maybe how the meaning or feel of unsavory depends on the way we percieve our subject positions,sadness
i feel hated loathed,sadness
i feel entirely free to express the way i feel about surroundings my life and the myriad of experiences that continue to make me who i am,joy
i was feeling i half joked ive been undressing you with my eyes for months already the rest of me is eager to share in the fun,joy
i feel about kids and this just about broke my heart,sadness
i feel angry because instead of asking how am i with my problem he accusing me and i am mad because it finally confirm what kind of person he is,anger
i was worried that it would be awkward and i would feel lonely,sadness
i feel so blessed to have met each and every one of them,love
im feeling unimportant or sorry for myself not at all,sadness
i was taunted by the ability of feeling threatened from weakness of frailty beneath this exterior of human existance lies a woman wanting nothing but a man needing his warmth and masculinity,fear
i feel so strange sitting here blogging away amp not having to study,fear
i discovered this song called bring me flowers by hope and as beautiful as it is i cant help to feel melancholy whenever i listen to it,sadness
i do not like feeling unsure and uncertain,fear
i was and still am feeling romantic possibly due to the endless wedding conversations with my girlfriends which involves a lot of talk on whimsical dresses dreamy photoshoots and vintage inspired decorations,love
i personally feel to confront violent death with absolute openness for example on video which is not something i have managed to do yet,anger
im already feeling very loved today and its not even noon,love
i feel pretty rotten when jake takes off down the street on his hot rod mongoose and jordan strikes out trying to chase him down like an orphan straight out of a href http en,sadness
i feel blessed that i am free to be me,love
i feel envious of ryota and keita going to the same school smiled kota,anger
i feel each time one of my posts gets massively downvoted pagetitle rugmi popular images of the now,joy
i feel like i havent been as compassionate toward him as i should be,love
i began to feel strange i thought to myself here it comes,fear
i feel pathetic because i feel like you never once called me your bestfriend and i just continued to call you my bff and i just get treated like a friend,sadness
i went miles and it wasnt that i felt tired but i noticed that my bottom parts or the front of my pelvic bone was feeling numb and sore,sadness
i had that feeling in a very very long while and i couldnt decide whether i liked it or not,love
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,fear
i usually love winter but am feeling a longing for spring,love
i feel his loss too chakotay reassured then silently approached her and enveloped her in a hug,joy
i feel accepted and respected i am loving loyal and generous,love
i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness
i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,love
i actually started this about hours ago and got distracted and now the flow is all odd and my roommate is here so i feel very rude just typing away,anger
i have only been blogging here for a short time in fact today marks my three month blogoversary but i feel that i have been accepted into this community,joy
i want her to feel worthwhile because she is,joy
i was feeling so low about myself,sadness
i dont know who i like i feel so bitchy and flirty,anger
i began to feel sympathetic for khezef but i wasn t sure if i was right about him,love
im going to be after the birth of this baby feels shaky,fear
i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides,fear
i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood,sadness
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,anger
i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone,fear
i feel that i am so stressed out at work what i do is i escape,sadness
i know that i was going to feel disheartened afterwards because of an unknown undefinable thing which i cannot attribute to anything at all,sadness
i was feeling awful friends before i left for my dads,sadness
i am feeling deeply offended big hurt feelings in fact,anger
i must really be feeling brave because this thrifted outfit is a swimsuit,joy
i feel these phrases or sentences in and of themselves are a wonderful story all on their own,joy
i feel so lucky to get to feel them,joy
i am progressively getting it done and am feeling pretty confident that i will get it all done before i hit too close to the wire,joy
i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,sadness
i feel a little tortured and lost,anger
i feel for them supporting a team that has traded a musical chairs management rotation for no proper manager at all,love
i completely lose ability to segregate my feelings with my actions is when they are rude and hurtful to their father and my husband who is also my hero and best friend and heart,anger
i feel resentful that it hurts so much but i m also grateful she said for what i can do including disco swimming and even taking the stairs,anger
i left feeling pretty chuffed with my finds,joy
i feel it looks abit dull and i am going to match the colours with the colours i am going to put on my final cover which i think will be white black and either red or blue,sadness
i like it on croissants when im feeling naughty but just eating it alone in a bowl or on a bed of lettuce leaves is satisfying too,love
i feel a bit timid about using this blog because i know that other classmates and even complete strangers will be able to read it,fear
i was playing with friends then i decided to splash some sand into a car which was moving nearby the driver got angry and came to report to my parents,fear
i awoke an hour after feeling groggy,sadness
i will scream or cry when theres too many ppl but i feel insecure and wanted hide from them and i will sweat a lot,fear
i know what it feels like to legitemately liked by someone that somehow got me to feel the same way which trust me takes alot i want that in my life,love
i am so very tired and feeling overwhelmed with my everyday responsibilities which brings me to the point of this post,fear
i wake up hobble over to the computer or turn over and grab the phone from the night stand and start checking emails blogs facebook random internet clicking writing a few posts and before i know it its nearly noon and i feel no more productive than i did three hours earlier,joy
i am a bit too impractical in thoughts as i feel that makes life less doubtful,fear
i was feeling quite groggy in the days before the race the glands in my neck were sore and swollen and i could tell my body was fighting a bug of some kind,sadness
i slowly realised that the intruder was actually dad and griff began to retreat a safe distance in case there were any repercussions after pulling dad through the roof but dad was feeling very groggy and disorientated,sadness
i am also now down lbs so i feel so good i still have another to go at least well thats the plan anyway,joy
i feel loved by family and smiled at by friends,love
im feeling homesick for him,sadness
i was back home but feeling restless,fear
i go off to sleep and i say i m feeling exhausted and suddenly i go into thoughts about how i m working too hard how i can never get the balance right how i feel like it s all too hard etc i go into a whole story about my life where everything seems overwhelming,sadness
i feel so thankful to be in a part of the country where i can train outdoors this late in the year and not have to bundle up or wear several layers,joy
im feeling cranky after taxation,anger
i have been feeling restless and not quite grounded,fear
i feel that with all the talented players that we currently have especially with most of them being rested for the next game and the experience that our players bring to the game we have the ability to go further than we ever have,joy
i feel ashamed that i so readily turn it aside,sadness
i feel like were hitting this sweet spot ds is going to rd grade ds is going to st and dd is headed for her last year of preschool,love
im feeling a little stressed over it already,sadness
i never feel like i have it perfect sometimes i lean a little too heavy on the work which means more chaos at home and sometimes i lean a little too heavy on the home which means i get a little lonely and cranky,joy
i should feel pissed,anger
i imagined its what zombies must feel like because each time i would wake up pissed,anger
i feel a remembrance of the strange by justin aryiku falls into the latter category,fear
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,anger
i have an uncomfortable feeling that there actually was an important lesson there for me to learn,joy
i am so connected with families that are not my own and i love them so much and so i feel blessed to find a family to be connected with on so many different levels,joy
i feel awful that these thoughts are running around in my head but i can t help it,sadness
i can t help but feel jaded,sadness
i have come to a place in my life where i feel having a romantic partner is unnecessary,love
i feel a little overwhelmed,fear
i normally like some lettuce and tomatoes in my burger for moisture in their absence in this burger made the meat feel particularly rich and juicy,joy
i woke up feeling shaky and nauseous with lots of cramping and pressure in my abdomen and pelvis,fear
im feeling boring,sadness
i refused to allow myself to feel dirty but my vulnerability allowed me to be manipulated quite a bit,sadness
i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,anger
i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,fear
i describe this it is so wonderful i can close my eyes and remember the cool feel in my mouth with a rich creaminess but lightness,joy
i think whenever we moved to a new place i had to find some way to feel accepted,joy
i feel generous sometimes and feed a little of those savings to the birds,love
i neither ask for nor deserve to feel frightened when any kook puts me in danger for any reason,fear
i feel so pained to see students on a school trip,sadness
i feel like i cant handle this deployment or that i am miserable,sadness
i have to say i feel slightly envious of julian,anger
i feel ashamed of my lack of empathy at times,sadness
